n,quick_sort,merge_sort,heap_sort,tim_sort
100,5.687517113983631e-05,0.00013866694644093513,0.00012237508781254292,0.00010137492790818214
1000,0.0007865841034799814,0.0017907919827848673,0.0018812078051269054,0.001680042129009962
10000,0.011772958096116781,0.022873125039041042,0.026660499861463904,0.019809624878689647
100000,0.13733020797371864,0.2772417499218136,0.3798185419291258,0.2715546670369804
1000000,1.7702106670476496,3.3378375419415534,4.825379875022918,3.3437527080532163
10000000,25.189224625006318,45.22831412497908,71.71825600019656,43.634220416191965
