n,quick_sort,merge_sort,heap_sort,tim_sort
100,5.916692316532135e-05,0.00014812499284744263,0.00012341700494289398,0.00010249996557831764
1000,0.0008441251702606678,0.001837375108152628,0.001953749917447567,0.00180237484164536
10000,0.010869249934330583,0.02338966680690646,0.027186374878510833,0.020511209033429623
100000,0.1415331249590963,0.28875025012530386,0.39674683404155076,0.27232483378611505
1000000,1.863086957950145,3.4055411249864846,5.546394917182624,3.399069583043456
10000000,26.380647249985486,45.914150750031695,71.80051049985923,43.580574500141665
