n,quick_sort,merge_sort,heap_sort,tim_sort
100,6.145797669887543e-05,0.0001392909325659275,0.00011966703459620476,9.77921299636364e-05
1000,0.0009089580271393061,0.0017873330507427454,0.0018943340983241796,0.0016826670616865158
10000,0.0105385419446975,0.02296125004068017,0.026648541912436485,0.020031374879181385
100000,0.13594729197211564,0.27847262495197356,0.36014049989171326,0.2602202920243144
1000000,1.6788389580324292,3.3229516251012683,4.842928875004873,3.345361042069271
10000000,23.58873337483965,42.085650166962296,68.89466374996118,40.23348237504251
